count_id,count_date,sku,location_id,system_quantity,counted_quantity
CNT000080,2024-01-01,SKU020,DC04,40,40
CNT000081,2024-01-01,SKU021,DC01,90,89
CNT000082,2024-01-01,SKU021,DC02,101,99
CNT000083,2024-01-01,SKU021,DC03,74,74
CNT000084,2024-01-01,SKU021,DC04,85,87
CNT000085,2024-01-01,SKU022,DC01,105,105
CNT000086,2024-01-01,SKU022,DC02,48,48
CNT000087,2024-01-01,SKU022,DC03,22,22
CNT000088,2024-01-01,SKU022,DC04,36,36
CNT000089,2024-01-01,SKU023,DC01,91,91
CNT000090,2024-01-01,SKU023,DC02,49,49
CNT000091,2024-01-01,SKU023,DC03,99,99
CNT000092,2024-01-01,SKU023,DC04,52,51
CNT000093,2024-01-01,SKU024,DC01,107,107
CNT000094,2024-01-01,SKU024,DC02,78,76
CNT000095,2024-01-01,SKU024,DC03,82,82
CNT000096,2024-01-01,SKU024,DC04,73,72
CNT000097,2024-02-01,SKU001,DC01,62,61
CNT000098,2024-02-01,SKU001,DC02,194,194
CNT000099,2024-02-01,SKU001,DC03,173,171
CNT000100,2024-02-01,SKU001,DC04,110,110
CNT000101,2024-02-01,SKU002,DC01,176,177
CNT000102,2024-02-01,SKU002,DC02,160,160
CNT000103,2024-02-01,SKU002,DC03,106,106
CNT000104,2024-02-01,SKU002,DC04,64,64
CNT000105,2024-02-01,SKU003,DC01,93,92
CNT000106,2024-02-01,SKU003,DC02,40,40
CNT000107,2024-02-01,SKU003,DC03,150,151
CNT000108,2024-02-01,SKU003,DC04,96,97
CNT000109,2024-02-01,SKU004,DC01,50,48
CNT000110,2024-02-01,SKU004,DC02,51,50
CNT000111,2024-02-01,SKU004,DC03,41,41
CNT000112,2024-02-01,SKU004,DC04,40,40
CNT000113,2024-02-01,SKU005,DC01,0,0
CNT000114,2024-02-01,SKU005,DC02,43,43
CNT000115,2024-02-01,SKU005,DC03,0,0
CNT000116,2024-02-01,SKU005,DC04,57,55
CNT000117,2024-02-01,SKU006,DC01,54,56
CNT000118,2024-02-01,SKU006,DC02,42,41
CNT000119,2024-02-01,SKU006,DC03,101,101
CNT000120,2024-02-01,SKU006,DC04,8,10
CNT000121,2024-02-01,SKU007,DC01,0,0
CNT000122,2024-02-01,SKU007,DC02,0,0
CNT000123,2024-02-01,SKU007,DC03,11,11
CNT000124,2024-02-01,SKU007,DC04,10,8
CNT000125,2024-02-01,SKU008,DC01,0,0
CNT000126,2024-02-01,SKU008,DC02,37,37
CNT000127,2024-02-01,SKU008,DC03,14,14
CNT000128,2024-02-01,SKU008,DC04,52,54
CNT000129,2024-02-01,SKU009,DC01,142,142
CNT000130,2024-02-01,SKU009,DC02,22,22
CNT000131,2024-02-01,SKU009,DC03,38,37
CNT000132,2024-02-01,SKU009,DC04,35,33
CNT000133,2024-02-01,SKU010,DC01,0,2
CNT000134,2024-02-01,SKU010,DC02,57,59
CNT000135,2024-02-01,SKU010,DC03,60,60
CNT000136,2024-02-01,SKU010,DC04,34,35
CNT000137,2024-02-01,SKU011,DC01,15,15
CNT000138,2024-02-01,SKU011,DC02,0,0
CNT000139,2024-02-01,SKU011,DC03,15,15
CNT000140,2024-02-01,SKU011,DC04,66,64
CNT000141,2024-02-01,SKU012,DC01,138,137
CNT000142,2024-02-01,SKU012,DC02,63,63
CNT000143,2024-02-01,SKU012,DC03,13,14
CNT000144,2024-02-01,SKU012,DC04,77,76
CNT000145,2024-02-01,SKU013,DC01,94,94
CNT000146,2024-02-01,SKU013,DC02,107,106
CNT000147,2024-02-01,SKU013,DC03,79,79
CNT000148,2024-02-01,SKU013,DC04,30,32
CNT000149,2024-02-01,SKU014,DC01,46,47
CNT000150,2024-02-01,SKU014,DC02,52,52
CNT000151,2024-02-01,SKU014,DC03,4,4
CNT000152,2024-02-01,SKU014,DC04,31,31
CNT000153,2024-02-01,SKU015,DC01,62,63
CNT000154,2024-02-01,SKU015,DC02,109,109
CNT000155,2024-02-01,SKU015,DC03,0,2
CNT000156,2024-02-01,SKU015,DC04,0,1
CNT000157,2024-02-01,SKU016,DC01,71,73
CNT000158,2024-02-01,SKU016,DC02,40,42
CNT000159,2024-02-01,SKU016,DC03,0,2
CNT000160,2024-02-01,SKU016,DC04,12,12
CNT000161,2024-02-01,SKU017,DC01,0,0
CNT000162,2024-02-01,SKU017,DC02,15,15
CNT000163,2024-02-01,SKU017,DC03,0,0
CNT000164,2024-02-01,SKU017,DC04,0,1
CNT000165,2024-02-01,SKU018,DC01,89,89
CNT000166,2024-02-01,SKU018,DC02,68,68
CNT000167,2024-02-01,SKU018,DC03,55,56
CNT000168,2024-02-01,SKU018,DC04,54,52
CNT000169,2024-02-01,SKU019,DC01,51,51
CNT000170,2024-02-01,SKU019,DC02,108,109
CNT000171,2024-02-01,SKU019,DC03,0,0
CNT000172,2024-02-01,SKU019,DC04,17,19
CNT000173,2024-02-01,SKU020,DC01,129,127
CNT000174,2024-02-01,SKU020,DC02,0,0
CNT000175,2024-02-01,SKU020,DC03,53,52
CNT000176,2024-02-01,SKU020,DC04,70,69
CNT000177,2024-02-01,SKU021,DC01,31,31
CNT000178,2024-02-01,SKU021,DC02,47,47
CNT000179,2024-02-01,SKU021,DC03,14,13
CNT000180,2024-02-01,SKU021,DC04,77,78
CNT000181,2024-02-01,SKU022,DC01,13,15
CNT000182,2024-02-01,SKU022,DC02,0,0
CNT000183,2024-02-01,SKU022,DC03,25,27
CNT000184,2024-02-01,SKU022,DC04,0,0
CNT000185,2024-02-01,SKU023,DC01,18,19
CNT000186,2024-02-01,SKU023,DC02,0,0
CNT000187,2024-02-01,SKU023,DC03,28,26
CNT000188,2024-02-01,SKU023,DC04,103,103
CNT000189,2024-02-01,SKU024,DC01,191,193
CNT000190,2024-02-01,SKU024,DC02,87,89
CNT000191,2024-02-01,SKU024,DC03,0,0
CNT000192,2024-02-01,SKU024,DC04,10,8
CNT000193,2024-03-01,SKU001,DC01,82,81
CNT000194,2024-03-01,SKU001,DC02,175,176
CNT000195,2024-03-01,SKU001,DC03,233,231
CNT000196,2024-03-01,SKU001,DC04,71,71
CNT000197,2024-03-01,SKU002,DC01,188,188
CNT000198,2024-03-01,SKU002,DC02,124,124
CNT000199,2024-03-01,SKU002,DC03,143,143
CNT000200,2024-03-01,SKU002,DC04,23,22
CNT000201,2024-03-01,SKU003,DC01,112,112
CNT000202,2024-03-01,SKU003,DC02,0,0
CNT000203,2024-03-01,SKU003,DC03,136,136
CNT000204,2024-03-01,SKU003,DC04,154,155
CNT000205,2024-03-01,SKU004,DC01,131,132
CNT000206,2024-03-01,SKU004,DC02,0,0
CNT000207,2024-03-01,SKU004,DC03,0,0
CNT000208,2024-03-01,SKU004,DC04,36,34
CNT000209,2024-03-01,SKU005,DC01,25,23
CNT000210,2024-03-01,SKU005,DC02,26,27
CNT000211,2024-03-01,SKU005,DC03,0,0
CNT000212,2024-03-01,SKU005,DC04,5,5
CNT000213,2024-03-01,SKU006,DC01,0,0
CNT000214,2024-03-01,SKU006,DC02,11,12
CNT000215,2024-03-01,SKU006,DC03,108,108
CNT000216,2024-03-01,SKU006,DC04,0,1
CNT000217,2024-03-01,SKU007,DC01,7,7
CNT000218,2024-03-01,SKU007,DC02,60,60
CNT000219,2024-03-01,SKU007,DC03,0,1
CNT000220,2024-03-01,SKU007,DC04,41,43
CNT000221,2024-03-01,SKU008,DC01,0,0
CNT000222,2024-03-01,SKU008,DC02,4,4
CNT000223,2024-03-01,SKU008,DC03,20,20
CNT000224,2024-03-01,SKU008,DC04,0,0
CNT000225,2024-03-01,SKU009,DC01,121,119
CNT000226,2024-03-01,SKU009,DC02,61,59
CNT000227,2024-03-01,SKU009,DC03,75,76
CNT000228,2024-03-01,SKU009,DC04,80,79
CNT000229,2024-03-01,SKU010,DC01,64,64
CNT000230,2024-03-01,SKU010,DC02,29,30
CNT000231,2024-03-01,SKU010,DC03,57,56
CNT000232,2024-03-01,SKU010,DC04,89,90
CNT000233,2024-03-01,SKU011,DC01,0,1
CNT000234,2024-03-01,SKU011,DC02,38,40
CNT000235,2024-03-01,SKU011,DC03,0,1
CNT000236,2024-03-01,SKU011,DC04,107,107
CNT000237,2024-03-01,SKU012,DC01,88,86
CNT000238,2024-03-01,SKU012,DC02,54,56
CNT000239,2024-03-01,SKU012,DC03,5,4
CNT000240,2024-03-01,SKU012,DC04,93,93
CNT000241,2024-03-01,SKU013,DC01,108,107
CNT000242,2024-03-01,SKU013,DC02,80,78
CNT000243,2024-03-01,SKU013,DC03,120,119
CNT000244,2024-03-01,SKU013,DC04,0,1
CNT000245,2024-03-01,SKU014,DC01,0,0
CNT000246,2024-03-01,SKU014,DC02,36,37
CNT000247,2024-03-01,SKU014,DC03,60,59
CNT000248,2024-03-01,SKU014,DC04,61,62
CNT000249,2024-03-01,SKU015,DC01,0,0
CNT000250,2024-03-01,SKU015,DC02,64,65
CNT000251,2024-03-01,SKU015,DC03,0,0
CNT000252,2024-03-01,SKU015,DC04,29,30
CNT000253,2024-03-01,SKU016,DC01,55,55
CNT000254,2024-03-01,SKU016,DC02,0,0
CNT000255,2024-03-01,SKU016,DC03,0,0
CNT000256,2024-03-01,SKU016,DC04,0,0
CNT000257,2024-03-01,SKU017,DC01,0,0
CNT000258,2024-03-01,SKU017,DC02,25,24
CNT000259,2024-03-01,SKU017,DC03,0,0
CNT000260,2024-03-01,SKU017,DC04,41,40
CNT000261,2024-03-01,SKU018,DC01,135,135
CNT000262,2024-03-01,SKU018,DC02,129,128
CNT000263,2024-03-01,SKU018,DC03,32,32
CNT000264,2024-03-01,SKU018,DC04,109,109
CNT000265,2024-03-01,SKU019,DC01,178,177
CNT000266,2024-03-01,SKU019,DC02,114,114
CNT000267,2024-03-01,SKU019,DC03,0,0
CNT000268,2024-03-01,SKU019,DC04,0,0
CNT000269,2024-03-01,SKU020,DC01,140,140
CNT000270,2024-03-01,SKU020,DC02,0,0
CNT000271,2024-03-01,SKU020,DC03,75,76
CNT000272,2024-03-01,SKU020,DC04,91,89
CNT000273,2024-03-01,SKU021,DC01,0,1
CNT000274,2024-03-01,SKU021,DC02,0,0
CNT000275,2024-03-01,SKU021,DC03,38,36
CNT000276,2024-03-01,SKU021,DC04,32,32
CNT000277,2024-03-01,SKU022,DC01,0,0
CNT000278,2024-03-01,SKU022,DC02,57,57
CNT000279,2024-03-01,SKU022,DC03,0,0
CNT000280,2024-03-01,SKU022,DC04,0,0
CNT000281,2024-03-01,SKU023,DC01,118,120
CNT000282,2024-03-01,SKU023,DC02,0,0
CNT000283,2024-03-01,SKU023,DC03,53,54
CNT000284,2024-03-01,SKU023,DC04,115,115
CNT000285,2024-03-01,SKU024,DC01,163,162
CNT000286,2024-03-01,SKU024,DC02,15,17
CNT000287,2024-03-01,SKU024,DC03,52,52
CNT000288,2024-03-01,SKU024,DC04,0,1
CNT000289,2024-04-01,SKU001,DC01,216,217
CNT000290,2024-04-01,SKU001,DC02,216,217
CNT000291,2024-04-01,SKU001,DC03,242,244
CNT000292,2024-04-01,SKU001,DC04,161,163
CNT000293,2024-04-01,SKU002,DC01,174,174
CNT000294,2024-04-01,SKU002,DC02,83,81
CNT000295,2024-04-01,SKU002,DC03,97,97
CNT000296,2024-04-01,SKU002,DC04,8,8
CNT000297,2024-04-01,SKU003,DC01,126,125
CNT000298,2024-04-01,SKU003,DC02,0,0
CNT000299,2024-04-01,SKU003,DC03,88,88
CNT000300,2024-04-01,SKU003,DC04,103,102
CNT000301,2024-04-01,SKU004,DC01,112,111
CNT000302,2024-04-01,SKU004,DC02,68,68
CNT000303,2024-04-01,SKU004,DC03,0,0
CNT000304,2024-04-01,SKU004,DC04,0,2
CNT000305,2024-04-01,SKU005,DC01,0,1
CNT000306,2024-04-01,SKU005,DC02,0,0
CNT000307,2024-04-01,SKU005,DC03,0,1
CNT000308,2024-04-01,SKU005,DC04,0,0
CNT000309,2024-04-01,SKU006,DC01,13,14
CNT000310,2024-04-01,SKU006,DC02,0,0
CNT000311,2024-04-01,SKU006,DC03,19,19
CNT000312,2024-04-01,SKU006,DC04,31,31
CNT000313,2024-04-01,SKU007,DC01,0,2
CNT000314,2024-04-01,SKU007,DC02,27,26
CNT000315,2024-04-01,SKU007,DC03,0,1
CNT000316,2024-04-01,SKU007,DC04,25,27
CNT000317,2024-04-01,SKU008,DC01,0,0
CNT000318,2024-04-01,SKU008,DC02,67,68
CNT000319,2024-04-01,SKU008,DC03,17,17
CNT000320,2024-04-01,SKU008,DC04,49,51
CNT000321,2024-04-01,SKU009,DC01,97,97
CNT000322,2024-04-01,SKU009,DC02,91,89
CNT000323,2024-04-01,SKU009,DC03,53,52
CNT000324,2024-04-01,SKU009,DC04,84,86
CNT000325,2024-04-01,SKU010,DC01,144,144
CNT000326,2024-04-01,SKU010,DC02,0,0
CNT000327,2024-04-01,SKU010,DC03,44,44
CNT000328,2024-04-01,SKU010,DC04,127,126
CNT000329,2024-04-01,SKU011,DC01,0,0
CNT000330,2024-04-01,SKU011,DC02,47,45
CNT000331,2024-04-01,SKU011,DC03,74,74
CNT000332,2024-04-01,SKU011,DC04,68,68
CNT000333,2024-04-01,SKU012,DC01,70,70
CNT000334,2024-04-01,SKU012,DC02,30,29
CNT000335,2024-04-01,SKU012,DC03,0,0
CNT000336,2024-04-01,SKU012,DC04,69,70
CNT000337,2024-04-01,SKU013,DC01,41,39
CNT000338,2024-04-01,SKU013,DC02,128,128
CNT000339,2024-04-01,SKU013,DC03,51,53
CNT000340,2024-04-01,SKU013,DC04,0,0
CNT000341,2024-04-01,SKU014,DC01,0,0
CNT000342,2024-04-01,SKU014,DC02,59,59
CNT000343,2024-04-01,SKU014,DC03,0,1
CNT000344,2024-04-01,SKU014,DC04,0,1
CNT000345,2024-04-01,SKU015,DC01,54,56
CNT000346,2024-04-01,SKU015,DC02,2,3
CNT000347,2024-04-01,SKU015,DC03,87,89
CNT000348,2024-04-01,SKU015,DC04,0,0
CNT000349,2024-04-01,SKU016,DC01,0,1
CNT000350,2024-04-01,SKU016,DC02,0,0
CNT000351,2024-04-01,SKU016,DC03,70,70
CNT000352,2024-04-01,SKU016,DC04,0,0
CNT000353,2024-04-01,SKU017,DC01,0,0
CNT000354,2024-04-01,SKU017,DC02,7,6
CNT000355,2024-04-01,SKU017,DC03,6,5
CNT000356,2024-04-01,SKU017,DC04,0,1
CNT000357,2024-04-01,SKU018,DC01,145,144
CNT000358,2024-04-01,SKU018,DC02,225,225
CNT000359,2024-04-01,SKU018,DC03,63,65
CNT000360,2024-04-01,SKU018,DC04,113,115
CNT000361,2024-04-01,SKU019,DC01,202,202
CNT000362,2024-04-01,SKU019,DC02,220,222
CNT000363,2024-04-01,SKU019,DC03,95,95
CNT000364,2024-04-01,SKU019,DC04,4,4
CNT000365,2024-04-01,SKU020,DC01,171,171
CNT000366,2024-04-01,SKU020,DC02,9,10
CNT000367,2024-04-01,SKU020,DC03,98,98
CNT000368,2024-04-01,SKU020,DC04,172,172
CNT000369,2024-04-01,SKU021,DC01,25,25
CNT000370,2024-04-01,SKU021,DC02,50,50
CNT000371,2024-04-01,SKU021,DC03,0,0
CNT000372,2024-04-01,SKU021,DC04,33,33
CNT000373,2024-04-01,SKU022,DC01,113,115
CNT000374,2024-04-01,SKU022,DC02,84,86
CNT000375,2024-04-01,SKU022,DC03,50,49
CNT000376,2024-04-01,SKU022,DC04,0,0
CNT000377,2024-04-01,SKU023,DC01,65,67
CNT000378,2024-04-01,SKU023,DC02,0,0
CNT000379,2024-04-01,SKU023,DC03,48,46
CNT000380,2024-04-01,SKU023,DC04,101,101
CNT000381,2024-04-01,SKU024,DC01,140,140
CNT000382,2024-04-01,SKU024,DC02,31,29
CNT000383,2024-04-01,SKU024,DC03,64,64
CNT000384,2024-04-01,SKU024,DC04,103,101
CNT000385,2024-05-01,SKU001,DC01,181,180
CNT000386,2024-05-01,SKU001,DC02,248,248
CNT000387,2024-05-01,SKU001,DC03,205,205
CNT000388,2024-05-01,SKU001,DC04,135,135
CNT000389,2024-05-01,SKU002,DC01,134,136
CNT000390,2024-05-01,SKU002,DC02,132,132
CNT000391,2024-05-01,SKU002,DC03,114,113
CNT000392,2024-05-01,SKU002,DC04,11,11
CNT000393,2024-05-01,SKU003,DC01,114,112
CNT000394,2024-05-01,SKU003,DC02,0,0
CNT000395,2024-05-01,SKU003,DC03,57,59
CNT000396,2024-05-01,SKU003,DC04,54,54
CNT000397,2024-05-01,SKU004,DC01,218,219
CNT000398,2024-05-01,SKU004,DC02,9,10
CNT000399,2024-05-01,SKU004,DC03,0,1
CNT000400,2024-05-01,SKU004,DC04,71,71
CNT000401,2024-05-01,SKU005,DC01,0,0
CNT000402,2024-05-01,SKU005,DC02,0,1
CNT000403,2024-05-01,SKU005,DC03,0,0
CNT000404,2024-05-01,SKU005,DC04,0,0
CNT000405,2024-05-01,SKU006,DC01,0,0
CNT000406,2024-05-01,SKU006,DC02,0,0
CNT000407,2024-05-01,SKU006,DC03,37,35
CNT000408,2024-05-01,SKU006,DC04,0,0
CNT000409,2024-05-01,SKU007,DC01,0,0
CNT000410,2024-05-01,SKU007,DC02,0,0
CNT000411,2024-05-01,SKU007,DC03,44,45
CNT000412,2024-05-01,SKU007,DC04,100,101
CNT000413,2024-05-01,SKU008,DC01,0,2
CNT000414,2024-05-01,SKU008,DC02,0,0
CNT000415,2024-05-01,SKU008,DC03,0,0
CNT000416,2024-05-01,SKU008,DC04,42,42
CNT000417,2024-05-01,SKU009,DC01,118,118
CNT000418,2024-05-01,SKU009,DC02,100,100
CNT000419,2024-05-01,SKU009,DC03,100,102
CNT000420,2024-05-01,SKU009,DC04,112,112
CNT000421,2024-05-01,SKU010,DC01,140,141
CNT000422,2024-05-01,SKU010,DC02,43,44
CNT000423,2024-05-01,SKU010,DC03,77,77
CNT000424,2024-05-01,SKU010,DC04,221,221
CNT000425,2024-05-01,SKU011,DC01,20,22
CNT000426,2024-05-01,SKU011,DC02,47,45
CNT000427,2024-05-01,SKU011,DC03,117,116
CNT000428,2024-05-01,SKU011,DC04,27,28
CNT000429,2024-05-01,SKU012,DC01,10,11
CNT000430,2024-05-01,SKU012,DC02,107,109
CNT000431,2024-05-01,SKU012,DC03,38,40
CNT000432,2024-05-01,SKU012,DC04,34,34
CNT000433,2024-05-01,SKU013,DC01,31,33
CNT000434,2024-05-01,SKU013,DC02,65,65
CNT000435,2024-05-01,SKU013,DC03,0,1
CNT000436,2024-05-01,SKU013,DC04,45,43
CNT000437,2024-05-01,SKU014,DC01,41,41
CNT000438,2024-05-01,SKU014,DC02,132,131
CNT000439,2024-05-01,SKU014,DC03,0,0
CNT000440,2024-05-01,SKU014,DC04,0,0
CNT000441,2024-05-01,SKU015,DC01,0,0
CNT000442,2024-05-01,SKU015,DC02,5,6
CNT000443,2024-05-01,SKU015,DC03,63,65
CNT000444,2024-05-01,SKU015,DC04,59,57
CNT000445,2024-05-01,SKU016,DC01,0,0
CNT000446,2024-05-01,SKU016,DC02,51,50
CNT000447,2024-05-01,SKU016,DC03,0,0
CNT000448,2024-05-01,SKU016,DC04,0,0
CNT000449,2024-05-01,SKU017,DC01,0,1
CNT000450,2024-05-01,SKU017,DC02,0,0
CNT000451,2024-05-01,SKU017,DC03,58,58
CNT000452,2024-05-01,SKU017,DC04,19,17
CNT000453,2024-05-01,SKU018,DC01,197,198
CNT000454,2024-05-01,SKU018,DC02,204,204
CNT000455,2024-05-01,SKU018,DC03,50,48
CNT000456,2024-05-01,SKU018,DC04,153,154
CNT000457,2024-05-01,SKU019,DC01,172,173
CNT000458,2024-05-01,SKU019,DC02,191,191
CNT000459,2024-05-01,SKU019,DC03,134,134
CNT000460,2024-05-01,SKU019,DC04,84,84
CNT000461,2024-05-01,SKU020,DC01,163,161
CNT000462,2024-05-01,SKU020,DC02,70,68
CNT000463,2024-05-01,SKU020,DC03,53,53
CNT000464,2024-05-01,SKU020,DC04,131,131
CNT000465,2024-05-01,SKU021,DC01,44,44
CNT000466,2024-05-01,SKU021,DC02,51,51
CNT000467,2024-05-01,SKU021,DC03,0,0
CNT000468,2024-05-01,SKU021,DC04,155,155
CNT000469,2024-05-01,SKU022,DC01,19,21
CNT000470,2024-05-01,SKU022,DC02,133,134
CNT000471,2024-05-01,SKU022,DC03,0,2
CNT000472,2024-05-01,SKU022,DC04,0,1
CNT000473,2024-05-01,SKU023,DC01,0,1
CNT000474,2024-05-01,SKU023,DC02,102,102
CNT000475,2024-05-01,SKU023,DC03,77,77
CNT000476,2024-05-01,SKU023,DC04,157,155
CNT000477,2024-05-01,SKU024,DC01,114,114
CNT000478,2024-05-01,SKU024,DC02,0,0
CNT000479,2024-05-01,SKU024,DC03,0,0
CNT000480,2024-05-01,SKU024,DC04,20,18
CNT000481,2024-06-01,SKU001,DC01,146,146
CNT000482,2024-06-01,SKU001,DC02,219,220
CNT000483,2024-06-01,SKU001,DC03,229,229
CNT000484,2024-06-01,SKU001,DC04,188,190
CNT000485,2024-06-01,SKU002,DC01,115,115
CNT000486,2024-06-01,SKU002,DC02,255,256
CNT000487,2024-06-01,SKU002,DC03,71,71
CNT000488,2024-06-01,SKU002,DC04,42,44
CNT000489,2024-06-01,SKU003,DC01,64,64
CNT000490,2024-06-01,SKU003,DC02,0,0
CNT000491,2024-06-01,SKU003,DC03,6,4
CNT000492,2024-06-01,SKU003,DC04,72,74
CNT000493,2024-06-01,SKU004,DC01,223,223
CNT000494,2024-06-01,SKU004,DC02,0,2
CNT000495,2024-06-01,SKU004,DC03,0,0
CNT000496,2024-06-01,SKU004,DC04,51,51
CNT000497,2024-06-01,SKU005,DC01,34,35
CNT000498,2024-06-01,SKU005,DC02,0,0
CNT000499,2024-06-01,SKU005,DC03,12,13
CNT000500,2024-06-01,SKU005,DC04,0,0
CNT000501,2024-06-01,SKU006,DC01,0,0
CNT000502,2024-06-01,SKU006,DC02,114,114
CNT000503,2024-06-01,SKU006,DC03,0,0
CNT000504,2024-06-01,SKU006,DC04,0,0
CNT000505,2024-06-01,SKU007,DC01,19,19
CNT000506,2024-06-01,SKU007,DC02,0,0
CNT000507,2024-06-01,SKU007,DC03,0,1
CNT000508,2024-06-01,SKU007,DC04,5,3
CNT000509,2024-06-01,SKU008,DC01,37,35
CNT000510,2024-06-01,SKU008,DC02,0,0
CNT000511,2024-06-01,SKU008,DC03,0,0
CNT000512,2024-06-01,SKU008,DC04,0,0
CNT000513,2024-06-01,SKU009,DC01,152,152
CNT000514,2024-06-01,SKU009,DC02,174,173
CNT000515,2024-06-01,SKU009,DC03,79,79
CNT000516,2024-06-01,SKU009,DC04,219,218
CNT000517,2024-06-01,SKU010,DC01,115,116
CNT000518,2024-06-01,SKU010,DC02,49,49
CNT000519,2024-06-01,SKU010,DC03,136,136
CNT000520,2024-06-01,SKU010,DC04,307,307
CNT000521,2024-06-01,SKU011,DC01,79,78
CNT000522,2024-06-01,SKU011,DC02,111,109
CNT000523,2024-06-01,SKU011,DC03,110,109
CNT000524,2024-06-01,SKU011,DC04,44,44
CNT000525,2024-06-01,SKU012,DC01,38,38
CNT000526,2024-06-01,SKU012,DC02,235,235
CNT000527,2024-06-01,SKU012,DC03,0,0
CNT000528,2024-06-01,SKU012,DC04,20,19
CNT000529,2024-06-01,SKU013,DC01,0,0
CNT000530,2024-06-01,SKU013,DC02,116,116
CNT000531,2024-06-01,SKU013,DC03,169,167
CNT000532,2024-06-01,SKU013,DC04,0,0
CNT000533,2024-06-01,SKU014,DC01,0,1
CNT000534,2024-06-01,SKU014,DC02,121,119
CNT000535,2024-06-01,SKU014,DC03,0,0
CNT000536,2024-06-01,SKU014,DC04,0,0
