count_id,count_date,sku,location_id,system_quantity,counted_quantity
CNT000198,2024-03-01,SKU002,DC02,147,148
CNT000199,2024-03-01,SKU002,DC03,239,239
CNT000200,2024-03-01,SKU002,DC04,79,79
CNT000201,2024-03-01,SKU003,DC01,32,33
CNT000202,2024-03-01,SKU003,DC02,95,95
CNT000203,2024-03-01,SKU003,DC03,51,50
CNT000204,2024-03-01,SKU003,DC04,0,0
CNT000205,2024-03-01,SKU004,DC01,200,199
CNT000206,2024-03-01,SKU004,DC02,38,40
CNT000207,2024-03-01,SKU004,DC03,0,0
CNT000208,2024-03-01,SKU004,DC04,0,0
CNT000209,2024-03-01,SKU005,DC01,31,33
CNT000210,2024-03-01,SKU005,DC02,0,0
CNT000211,2024-03-01,SKU005,DC03,0,2
CNT000212,2024-03-01,SKU005,DC04,125,125
CNT000213,2024-03-01,SKU006,DC01,0,0
CNT000214,2024-03-01,SKU006,DC02,0,0
CNT000215,2024-03-01,SKU006,DC03,49,49
CNT000216,2024-03-01,SKU006,DC04,0,0
CNT000217,2024-03-01,SKU007,DC01,103,103
CNT000218,2024-03-01,SKU007,DC02,131,132
CNT000219,2024-03-01,SKU007,DC03,146,148
CNT000220,2024-03-01,SKU007,DC04,155,155
CNT000221,2024-03-01,SKU008,DC01,216,216
CNT000222,2024-03-01,SKU008,DC02,108,110
CNT000223,2024-03-01,SKU008,DC03,29,28
CNT000224,2024-03-01,SKU008,DC04,0,1
CNT000225,2024-03-01,SKU009,DC01,169,170
CNT000226,2024-03-01,SKU009,DC02,206,206
CNT000227,2024-03-01,SKU009,DC03,94,92
CNT000228,2024-03-01,SKU009,DC04,14,15
CNT000229,2024-03-01,SKU010,DC01,134,132
CNT000230,2024-03-01,SKU010,DC02,76,76
CNT000231,2024-03-01,SKU010,DC03,71,69
CNT000232,2024-03-01,SKU010,DC04,24,22
CNT000233,2024-03-01,SKU011,DC01,68,69
CNT000234,2024-03-01,SKU011,DC02,121,119
CNT000235,2024-03-01,SKU011,DC03,142,142
CNT000236,2024-03-01,SKU011,DC04,0,2
CNT000237,2024-03-01,SKU012,DC01,115,115
CNT000238,2024-03-01,SKU012,DC02,160,160
CNT000239,2024-03-01,SKU012,DC03,225,225
CNT000240,2024-03-01,SKU012,DC04,167,167
CNT000241,2024-03-01,SKU013,DC01,0,0
CNT000242,2024-03-01,SKU013,DC02,30,30
CNT000243,2024-03-01,SKU013,DC03,0,0
CNT000244,2024-03-01,SKU013,DC04,2,0
CNT000245,2024-03-01,SKU014,DC01,40,40
CNT000246,2024-03-01,SKU014,DC02,3,3
CNT000247,2024-03-01,SKU014,DC03,82,82
CNT000248,2024-03-01,SKU014,DC04,60,60
CNT000249,2024-03-01,SKU015,DC01,39,37
CNT000250,2024-03-01,SKU015,DC02,84,82
CNT000251,2024-03-01,SKU015,DC03,179,180
CNT000252,2024-03-01,SKU015,DC04,142,141
CNT000253,2024-03-01,SKU016,DC01,32,32
CNT000254,2024-03-01,SKU016,DC02,25,26
CNT000255,2024-03-01,SKU016,DC03,31,30
CNT000256,2024-03-01,SKU016,DC04,49,50
CNT000257,2024-03-01,SKU017,DC01,57,58
CNT000258,2024-03-01,SKU017,DC02,0,2
CNT000259,2024-03-01,SKU017,DC03,47,48
CNT000260,2024-03-01,SKU017,DC04,31,31
CNT000261,2024-03-01,SKU018,DC01,0,0
CNT000262,2024-03-01,SKU018,DC02,96,98
CNT000263,2024-03-01,SKU018,DC03,108,107
CNT000264,2024-03-01,SKU018,DC04,76,76
CNT000265,2024-03-01,SKU019,DC01,0,0
CNT000266,2024-03-01,SKU019,DC02,48,46
CNT000267,2024-03-01,SKU019,DC03,0,0
CNT000268,2024-03-01,SKU019,DC04,24,25
CNT000269,2024-03-01,SKU020,DC01,44,43
CNT000270,2024-03-01,SKU020,DC02,87,88
CNT000271,2024-03-01,SKU020,DC03,28,27
CNT000272,2024-03-01,SKU020,DC04,56,57
CNT000273,2024-03-01,SKU021,DC01,200,199
CNT000274,2024-03-01,SKU021,DC02,154,155
CNT000275,2024-03-01,SKU021,DC03,71,71
CNT000276,2024-03-01,SKU021,DC04,65,66
CNT000277,2024-03-01,SKU022,DC01,89,89
CNT000278,2024-03-01,SKU022,DC02,52,52
CNT000279,2024-03-01,SKU022,DC03,0,0
CNT000280,2024-03-01,SKU022,DC04,18,17
CNT000281,2024-03-01,SKU023,DC01,42,42
CNT000282,2024-03-01,SKU023,DC02,166,165
CNT000283,2024-03-01,SKU023,DC03,82,82
CNT000284,2024-03-01,SKU023,DC04,0,0
CNT000285,2024-03-01,SKU024,DC01,34,34
CNT000286,2024-03-01,SKU024,DC02,27,26
CNT000287,2024-03-01,SKU024,DC03,0,0
CNT000288,2024-03-01,SKU024,DC04,166,166
CNT000289,2024-04-01,SKU001,DC01,164,166
CNT000290,2024-04-01,SKU001,DC02,88,87
CNT000291,2024-04-01,SKU001,DC03,179,179
CNT000292,2024-04-01,SKU001,DC04,282,284
CNT000293,2024-04-01,SKU002,DC01,154,154
CNT000294,2024-04-01,SKU002,DC02,151,149
CNT000295,2024-04-01,SKU002,DC03,274,274
CNT000296,2024-04-01,SKU002,DC04,192,190
CNT000297,2024-04-01,SKU003,DC01,98,100
CNT000298,2024-04-01,SKU003,DC02,103,103
CNT000299,2024-04-01,SKU003,DC03,67,67
CNT000300,2024-04-01,SKU003,DC04,8,9
CNT000301,2024-04-01,SKU004,DC01,195,197
CNT000302,2024-04-01,SKU004,DC02,105,103
CNT000303,2024-04-01,SKU004,DC03,12,12
CNT000304,2024-04-01,SKU004,DC04,46,46
CNT000305,2024-04-01,SKU005,DC01,0,1
CNT000306,2024-04-01,SKU005,DC02,17,17
CNT000307,2024-04-01,SKU005,DC03,123,124
CNT000308,2024-04-01,SKU005,DC04,166,168
CNT000309,2024-04-01,SKU006,DC01,61,61
CNT000310,2024-04-01,SKU006,DC02,13,13
CNT000311,2024-04-01,SKU006,DC03,0,0
CNT000312,2024-04-01,SKU006,DC04,0,0
CNT000313,2024-04-01,SKU007,DC01,171,172
CNT000314,2024-04-01,SKU007,DC02,192,192
CNT000315,2024-04-01,SKU007,DC03,206,208
CNT000316,2024-04-01,SKU007,DC04,193,195
CNT000317,2024-04-01,SKU008,DC01,275,275
CNT000318,2024-04-01,SKU008,DC02,207,206
CNT000319,2024-04-01,SKU008,DC03,99,99
CNT000320,2024-04-01,SKU008,DC04,103,102
CNT000321,2024-04-01,SKU009,DC01,170,168
CNT000322,2024-04-01,SKU009,DC02,285,285
CNT000323,2024-04-01,SKU009,DC03,152,152
CNT000324,2024-04-01,SKU009,DC04,0,2
CNT000325,2024-04-01,SKU010,DC01,63,63
CNT000326,2024-04-01,SKU010,DC02,29,30
CNT000327,2024-04-01,SKU010,DC03,66,66
CNT000328,2024-04-01,SKU010,DC04,4,6
CNT000329,2024-04-01,SKU011,DC01,3,2
CNT000330,2024-04-01,SKU011,DC02,58,58
CNT000331,2024-04-01,SKU011,DC03,123,123
CNT000332,2024-04-01,SKU011,DC04,67,65
CNT000333,2024-04-01,SKU012,DC01,101,103
CNT000334,2024-04-01,SKU012,DC02,143,143
CNT000335,2024-04-01,SKU012,DC03,211,213
CNT000336,2024-04-01,SKU012,DC04,167,168
CNT000337,2024-04-01,SKU013,DC01,0,0
CNT000338,2024-04-01,SKU013,DC02,0,0
CNT000339,2024-04-01,SKU013,DC03,12,10
CNT000340,2024-04-01,SKU013,DC04,0,1
CNT000341,2024-04-01,SKU014,DC01,0,0
CNT000342,2024-04-01,SKU014,DC02,43,42
CNT000343,2024-04-01,SKU014,DC03,11,11
CNT000344,2024-04-01,SKU014,DC04,52,50
CNT000345,2024-04-01,SKU015,DC01,26,26
CNT000346,2024-04-01,SKU015,DC02,126,125
CNT000347,2024-04-01,SKU015,DC03,218,219
CNT000348,2024-04-01,SKU015,DC04,209,209
CNT000349,2024-04-01,SKU016,DC01,25,25
CNT000350,2024-04-01,SKU016,DC02,76,75
CNT000351,2024-04-01,SKU016,DC03,0,0
CNT000352,2024-04-01,SKU016,DC04,24,25
CNT000353,2024-04-01,SKU017,DC01,0,0
CNT000354,2024-04-01,SKU017,DC02,0,2
CNT000355,2024-04-01,SKU017,DC03,34,34
CNT000356,2024-04-01,SKU017,DC04,0,0
CNT000357,2024-04-01,SKU018,DC01,8,7
CNT000358,2024-04-01,SKU018,DC02,110,111
CNT000359,2024-04-01,SKU018,DC03,51,52
CNT000360,2024-04-01,SKU018,DC04,70,68
CNT000361,2024-04-01,SKU019,DC01,67,67
CNT000362,2024-04-01,SKU019,DC02,70,71
CNT000363,2024-04-01,SKU019,DC03,0,0
CNT000364,2024-04-01,SKU019,DC04,16,14
CNT000365,2024-04-01,SKU020,DC01,0,1
CNT000366,2024-04-01,SKU020,DC02,51,51
CNT000367,2024-04-01,SKU020,DC03,0,0
CNT000368,2024-04-01,SKU020,DC04,105,106
CNT000369,2024-04-01,SKU021,DC01,162,163
CNT000370,2024-04-01,SKU021,DC02,121,123
CNT000371,2024-04-01,SKU021,DC03,64,63
CNT000372,2024-04-01,SKU021,DC04,127,129
CNT000373,2024-04-01,SKU022,DC01,0,0
CNT000374,2024-04-01,SKU022,DC02,0,2
CNT000375,2024-04-01,SKU022,DC03,49,49
CNT000376,2024-04-01,SKU022,DC04,0,0
CNT000377,2024-04-01,SKU023,DC01,145,144
CNT000378,2024-04-01,SKU023,DC02,110,111
CNT000379,2024-04-01,SKU023,DC03,30,31
CNT000380,2024-04-01,SKU023,DC04,0,0
CNT000381,2024-04-01,SKU024,DC01,102,102
CNT000382,2024-04-01,SKU024,DC02,0,0
CNT000383,2024-04-01,SKU024,DC03,41,43
CNT000384,2024-04-01,SKU024,DC04,191,189
CNT000385,2024-05-01,SKU001,DC01,202,202
CNT000386,2024-05-01,SKU001,DC02,79,79
CNT000387,2024-05-01,SKU001,DC03,174,174
CNT000388,2024-05-01,SKU001,DC04,336,336
CNT000389,2024-05-01,SKU002,DC01,133,132
CNT000390,2024-05-01,SKU002,DC02,130,129
CNT000391,2024-05-01,SKU002,DC03,411,411
CNT000392,2024-05-01,SKU002,DC04,338,336
CNT000393,2024-05-01,SKU003,DC01,77,77
CNT000394,2024-05-01,SKU003,DC02,41,39
CNT000395,2024-05-01,SKU003,DC03,10,11
CNT000396,2024-05-01,SKU003,DC04,0,0
CNT000397,2024-05-01,SKU004,DC01,203,203
CNT000398,2024-05-01,SKU004,DC02,89,89
CNT000399,2024-05-01,SKU004,DC03,0,0
CNT000400,2024-05-01,SKU004,DC04,103,103
CNT000401,2024-05-01,SKU005,DC01,0,0
CNT000402,2024-05-01,SKU005,DC02,82,81
CNT000403,2024-05-01,SKU005,DC03,38,38
CNT000404,2024-05-01,SKU005,DC04,91,91
CNT000405,2024-05-01,SKU006,DC01,0,1
CNT000406,2024-05-01,SKU006,DC02,97,97
CNT000407,2024-05-01,SKU006,DC03,68,68
CNT000408,2024-05-01,SKU006,DC04,83,83
CNT000409,2024-05-01,SKU007,DC01,228,229
CNT000410,2024-05-01,SKU007,DC02,191,192
CNT000411,2024-05-01,SKU007,DC03,204,204
CNT000412,2024-05-01,SKU007,DC04,190,190
CNT000413,2024-05-01,SKU008,DC01,240,242
CNT000414,2024-05-01,SKU008,DC02,238,238
CNT000415,2024-05-01,SKU008,DC03,63,63
CNT000416,2024-05-01,SKU008,DC04,74,72
CNT000417,2024-05-01,SKU009,DC01,126,127
CNT000418,2024-05-01,SKU009,DC02,327,329
CNT000419,2024-05-01,SKU009,DC03,163,164
CNT000420,2024-05-01,SKU009,DC04,9,9
CNT000421,2024-05-01,SKU010,DC01,47,47
CNT000422,2024-05-01,SKU010,DC02,0,0
CNT000423,2024-05-01,SKU010,DC03,17,18
CNT000424,2024-05-01,SKU010,DC04,0,0
CNT000425,2024-05-01,SKU011,DC01,85,85
CNT000426,2024-05-01,SKU011,DC02,35,33
CNT000427,2024-05-01,SKU011,DC03,83,81
CNT000428,2024-05-01,SKU011,DC04,117,115
CNT000429,2024-05-01,SKU012,DC01,145,147
CNT000430,2024-05-01,SKU012,DC02,121,122
CNT000431,2024-05-01,SKU012,DC03,195,197
CNT000432,2024-05-01,SKU012,DC04,164,164
CNT000433,2024-05-01,SKU013,DC01,0,0
CNT000434,2024-05-01,SKU013,DC02,0,0
CNT000435,2024-05-01,SKU013,DC03,0,1
CNT000436,2024-05-01,SKU013,DC04,0,2
CNT000437,2024-05-01,SKU014,DC01,16,16
CNT000438,2024-05-01,SKU014,DC02,0,2
CNT000439,2024-05-01,SKU014,DC03,53,53
CNT000440,2024-05-01,SKU014,DC04,153,153
CNT000441,2024-05-01,SKU015,DC01,20,20
CNT000442,2024-05-01,SKU015,DC02,113,115
CNT000443,2024-05-01,SKU015,DC03,207,206
CNT000444,2024-05-01,SKU015,DC04,295,296
CNT000445,2024-05-01,SKU016,DC01,47,47
CNT000446,2024-05-01,SKU016,DC02,4,2
CNT000447,2024-05-01,SKU016,DC03,27,27
CNT000448,2024-05-01,SKU016,DC04,1,1
CNT000449,2024-05-01,SKU017,DC01,0,0
CNT000450,2024-05-01,SKU017,DC02,37,39
CNT000451,2024-05-01,SKU017,DC03,60,59
CNT000452,2024-05-01,SKU017,DC04,10,8
CNT000453,2024-05-01,SKU018,DC01,18,16
CNT000454,2024-05-01,SKU018,DC02,96,94
CNT000455,2024-05-01,SKU018,DC03,84,86
CNT000456,2024-05-01,SKU018,DC04,15,15
CNT000457,2024-05-01,SKU019,DC01,0,1
CNT000458,2024-05-01,SKU019,DC02,138,136
CNT000459,2024-05-01,SKU019,DC03,33,33
CNT000460,2024-05-01,SKU019,DC04,0,0
CNT000461,2024-05-01,SKU020,DC01,32,32
CNT000462,2024-05-01,SKU020,DC02,0,0
CNT000463,2024-05-01,SKU020,DC03,0,0
CNT000464,2024-05-01,SKU020,DC04,103,104
CNT000465,2024-05-01,SKU021,DC01,234,236
CNT000466,2024-05-01,SKU021,DC02,194,192
CNT000467,2024-05-01,SKU021,DC03,30,29
CNT000468,2024-05-01,SKU021,DC04,111,110
CNT000469,2024-05-01,SKU022,DC01,0,0
CNT000470,2024-05-01,SKU022,DC02,0,0
CNT000471,2024-05-01,SKU022,DC03,12,13
CNT000472,2024-05-01,SKU022,DC04,12,12
CNT000473,2024-05-01,SKU023,DC01,110,110
CNT000474,2024-05-01,SKU023,DC02,113,111
CNT000475,2024-05-01,SKU023,DC03,73,74
CNT000476,2024-05-01,SKU023,DC04,0,0
CNT000477,2024-05-01,SKU024,DC01,62,60
CNT000478,2024-05-01,SKU024,DC02,0,1
CNT000479,2024-05-01,SKU024,DC03,136,137
CNT000480,2024-05-01,SKU024,DC04,209,209
CNT000481,2024-06-01,SKU001,DC01,188,187
CNT000482,2024-06-01,SKU001,DC02,112,113
CNT000483,2024-06-01,SKU001,DC03,230,231
CNT000484,2024-06-01,SKU001,DC04,359,359
CNT000485,2024-06-01,SKU002,DC01,237,238
CNT000486,2024-06-01,SKU002,DC02,142,144
CNT000487,2024-06-01,SKU002,DC03,391,391
CNT000488,2024-06-01,SKU002,DC04,331,331
CNT000489,2024-06-01,SKU003,DC01,76,75
CNT000490,2024-06-01,SKU003,DC02,33,33
CNT000491,2024-06-01,SKU003,DC03,0,2
CNT000492,2024-06-01,SKU003,DC04,41,41
CNT000493,2024-06-01,SKU004,DC01,210,211
CNT000494,2024-06-01,SKU004,DC02,105,104
CNT000495,2024-06-01,SKU004,DC03,0,2
CNT000496,2024-06-01,SKU004,DC04,116,118
CNT000497,2024-06-01,SKU005,DC01,12,12
CNT000498,2024-06-01,SKU005,DC02,40,38
CNT000499,2024-06-01,SKU005,DC03,21,21
CNT000500,2024-06-01,SKU005,DC04,34,34
CNT000501,2024-06-01,SKU006,DC01,0,1
CNT000502,2024-06-01,SKU006,DC02,118,117
CNT000503,2024-06-01,SKU006,DC03,0,2
CNT000504,2024-06-01,SKU006,DC04,81,83
CNT000505,2024-06-01,SKU007,DC01,375,375
CNT000506,2024-06-01,SKU007,DC02,255,256
CNT000507,2024-06-01,SKU007,DC03,411,411
CNT000508,2024-06-01,SKU007,DC04,240,242
CNT000509,2024-06-01,SKU008,DC01,224,224
CNT000510,2024-06-01,SKU008,DC02,202,203
CNT000511,2024-06-01,SKU008,DC03,26,26
CNT000512,2024-06-01,SKU008,DC04,112,114
CNT000513,2024-06-01,SKU009,DC01,139,139
CNT000514,2024-06-01,SKU009,DC02,318,318
CNT000515,2024-06-01,SKU009,DC03,138,136
CNT000516,2024-06-01,SKU009,DC04,146,148
CNT000517,2024-06-01,SKU010,DC01,39,39
CNT000518,2024-06-01,SKU010,DC02,0,2
CNT000519,2024-06-01,SKU010,DC03,0,0
CNT000520,2024-06-01,SKU010,DC04,0,0
CNT000521,2024-06-01,SKU011,DC01,64,65
CNT000522,2024-06-01,SKU011,DC02,23,23
CNT000523,2024-06-01,SKU011,DC03,84,85
CNT000524,2024-06-01,SKU011,DC04,87,87
CNT000525,2024-06-01,SKU012,DC01,125,124
CNT000526,2024-06-01,SKU012,DC02,102,102
CNT000527,2024-06-01,SKU012,DC03,239,239
CNT000528,2024-06-01,SKU012,DC04,275,274
CNT000529,2024-06-01,SKU013,DC01,20,20
CNT000530,2024-06-01,SKU013,DC02,0,0
CNT000531,2024-06-01,SKU013,DC03,44,45
CNT000532,2024-06-01,SKU013,DC04,112,110
CNT000533,2024-06-01,SKU014,DC01,0,0
CNT000534,2024-06-01,SKU014,DC02,0,0
CNT000535,2024-06-01,SKU014,DC03,119,117
CNT000536,2024-06-01,SKU014,DC04,75,74
