snapshot_date,sku,location_id,opening_quantity,units_sold,units_received,closing_quantity
2024-01-02,SKU003,DC03,61,2,0,59
2024-01-02,SKU003,DC04,106,1,0,105
2024-01-02,SKU004,DC01,96,1,0,95
2024-01-02,SKU004,DC02,74,3,0,71
2024-01-02,SKU004,DC03,48,2,0,46
2024-01-02,SKU004,DC04,61,1,0,60
2024-01-02,SKU005,DC01,104,3,0,101
2024-01-02,SKU005,DC02,76,3,0,73
2024-01-02,SKU005,DC03,26,4,0,22
2024-01-02,SKU005,DC04,92,2,0,90
2024-01-02,SKU006,DC01,41,2,0,39
2024-01-02,SKU006,DC02,50,4,0,46
2024-01-02,SKU006,DC03,48,2,15,61
2024-01-02,SKU006,DC04,31,1,0,30
2024-01-02,SKU007,DC01,39,0,0,39
2024-01-02,SKU007,DC02,31,0,0,31
2024-01-02,SKU007,DC03,30,0,0,30
2024-01-02,SKU007,DC04,36,0,0,36
2024-01-02,SKU008,DC01,26,2,0,24
2024-01-02,SKU008,DC02,60,0,0,60
2024-01-02,SKU008,DC03,39,1,0,38
2024-01-02,SKU008,DC04,37,1,0,36
2024-01-02,SKU009,DC01,106,1,0,105
2024-01-02,SKU009,DC02,94,2,0,92
2024-01-02,SKU009,DC03,62,3,0,59
2024-01-02,SKU009,DC04,63,3,0,60
2024-01-02,SKU010,DC01,90,3,0,87
2024-01-02,SKU010,DC02,35,2,48,81
2024-01-02,SKU010,DC03,54,5,0,49
2024-01-02,SKU010,DC04,91,2,0,89
2024-01-02,SKU011,DC01,95,3,0,92
2024-01-02,SKU011,DC02,35,2,36,69
2024-01-02,SKU011,DC03,58,2,0,56
2024-01-02,SKU011,DC04,72,2,0,70
2024-01-02,SKU012,DC01,103,0,0,103
2024-01-02,SKU012,DC02,93,0,0,93
2024-01-02,SKU012,DC03,94,0,0,94
2024-01-02,SKU012,DC04,80,1,0,79
2024-01-02,SKU013,DC01,41,3,0,38
2024-01-02,SKU013,DC02,90,3,0,87
2024-01-02,SKU013,DC03,56,2,0,54
2024-01-02,SKU013,DC04,32,2,0,30
2024-01-02,SKU014,DC01,59,2,0,57
2024-01-02,SKU014,DC02,66,1,0,65
2024-01-02,SKU014,DC03,54,3,0,51
2024-01-02,SKU014,DC04,36,1,0,35
2024-01-02,SKU015,DC01,53,0,0,53
2024-01-02,SKU015,DC02,47,0,0,47
2024-01-02,SKU015,DC03,91,1,0,90
2024-01-02,SKU015,DC04,28,1,0,27
2024-01-02,SKU016,DC01,72,2,0,70
2024-01-02,SKU016,DC02,79,4,0,75
2024-01-02,SKU016,DC03,35,4,0,31
2024-01-02,SKU016,DC04,30,3,0,27
2024-01-02,SKU017,DC01,42,1,0,41
2024-01-02,SKU017,DC02,66,4,0,62
2024-01-02,SKU017,DC03,32,2,0,30
2024-01-02,SKU017,DC04,96,1,0,95
2024-01-02,SKU018,DC01,38,0,0,38
2024-01-02,SKU018,DC02,90,2,0,88
2024-01-02,SKU018,DC03,101,3,0,98
2024-01-02,SKU018,DC04,74,1,0,73
2024-01-02,SKU019,DC01,85,1,0,84
2024-01-02,SKU019,DC02,106,0,0,106
2024-01-02,SKU019,DC03,48,2,0,46
2024-01-02,SKU019,DC04,24,1,0,23
2024-01-02,SKU020,DC01,37,3,0,34
2024-01-02,SKU020,DC02,92,2,0,90
2024-01-02,SKU020,DC03,26,3,0,23
2024-01-02,SKU020,DC04,99,3,0,96
2024-01-02,SKU021,DC01,54,1,0,53
2024-01-02,SKU021,DC02,109,1,0,108
2024-01-02,SKU021,DC03,79,0,0,79
2024-01-02,SKU021,DC04,85,1,0,84
2024-01-02,SKU022,DC01,73,4,0,69
2024-01-02,SKU022,DC02,35,5,0,30
2024-01-02,SKU022,DC03,66,4,0,62
2024-01-02,SKU022,DC04,66,1,0,65
2024-01-02,SKU023,DC01,95,2,0,93
2024-01-02,SKU023,DC02,107,1,0,106
2024-01-02,SKU023,DC03,96,3,0,93
2024-01-02,SKU023,DC04,56,2,0,54
2024-01-02,SKU024,DC01,103,2,0,101
2024-01-02,SKU024,DC02,39,1,0,38
2024-01-02,SKU024,DC03,52,1,0,51
2024-01-02,SKU024,DC04,72,2,0,70
2024-01-03,SKU001,DC01,99,0,0,99
2024-01-03,SKU001,DC02,74,1,0,73
2024-01-03,SKU001,DC03,73,0,0,73
2024-01-03,SKU001,DC04,36,0,0,36
2024-01-03,SKU002,DC01,94,1,0,93
2024-01-03,SKU002,DC02,109,1,0,108
2024-01-03,SKU002,DC03,74,0,0,74
2024-01-03,SKU002,DC04,82,0,0,82
2024-01-03,SKU003,DC01,92,2,0,90
2024-01-03,SKU003,DC02,102,2,0,100
2024-01-03,SKU003,DC03,59,2,0,57
2024-01-03,SKU003,DC04,105,3,0,102
2024-01-03,SKU004,DC01,95,1,0,94
2024-01-03,SKU004,DC02,71,2,0,69
2024-01-03,SKU004,DC03,46,4,0,42
2024-01-03,SKU004,DC04,60,3,0,57
2024-01-03,SKU005,DC01,101,5,0,96
2024-01-03,SKU005,DC02,73,3,0,70
2024-01-03,SKU005,DC03,22,2,0,20
2024-01-03,SKU005,DC04,90,4,0,86
2024-01-03,SKU006,DC01,39,4,0,35
2024-01-03,SKU006,DC02,46,4,0,42
2024-01-03,SKU006,DC03,61,1,0,60
2024-01-03,SKU006,DC04,30,5,0,25
2024-01-03,SKU007,DC01,39,0,0,39
2024-01-03,SKU007,DC02,31,0,0,31
2024-01-03,SKU007,DC03,30,0,0,30
2024-01-03,SKU007,DC04,36,0,0,36
2024-01-03,SKU008,DC01,24,1,0,23
2024-01-03,SKU008,DC02,60,1,0,59
2024-01-03,SKU008,DC03,38,1,0,37
2024-01-03,SKU008,DC04,36,1,0,35
2024-01-03,SKU009,DC01,105,2,0,103
2024-01-03,SKU009,DC02,92,1,0,91
2024-01-03,SKU009,DC03,59,2,0,57
2024-01-03,SKU009,DC04,60,2,0,58
2024-01-03,SKU010,DC01,87,2,0,85
2024-01-03,SKU010,DC02,81,1,0,80
2024-01-03,SKU010,DC03,49,0,0,49
2024-01-03,SKU010,DC04,89,3,0,86
2024-01-03,SKU011,DC01,92,3,0,89
2024-01-03,SKU011,DC02,69,3,0,66
2024-01-03,SKU011,DC03,56,4,17,69
2024-01-03,SKU011,DC04,70,3,0,67
2024-01-03,SKU012,DC01,103,0,0,103
2024-01-03,SKU012,DC02,93,0,0,93
2024-01-03,SKU012,DC03,94,0,0,94
2024-01-03,SKU012,DC04,79,1,0,78
2024-01-03,SKU013,DC01,38,4,0,34
2024-01-03,SKU013,DC02,87,3,0,84
2024-01-03,SKU013,DC03,54,4,0,50
2024-01-03,SKU013,DC04,30,4,0,26
2024-01-03,SKU014,DC01,57,1,0,56
2024-01-03,SKU014,DC02,65,1,0,64
2024-01-03,SKU014,DC03,51,2,0,49
2024-01-03,SKU014,DC04,35,3,0,32
2024-01-03,SKU015,DC01,53,1,0,52
2024-01-03,SKU015,DC02,47,0,0,47
2024-01-03,SKU015,DC03,90,0,0,90
2024-01-03,SKU015,DC04,27,1,0,26
2024-01-03,SKU016,DC01,70,3,0,67
2024-01-03,SKU016,DC02,75,4,0,71
2024-01-03,SKU016,DC03,31,2,0,29
2024-01-03,SKU016,DC04,27,4,0,23
2024-01-03,SKU017,DC01,41,3,0,38
2024-01-03,SKU017,DC02,62,2,0,60
2024-01-03,SKU017,DC03,30,2,0,28
2024-01-03,SKU017,DC04,95,3,0,92
2024-01-03,SKU018,DC01,38,2,0,36
2024-01-03,SKU018,DC02,88,3,0,85
2024-01-03,SKU018,DC03,98,2,56,152
2024-01-03,SKU018,DC04,73,2,0,71
2024-01-03,SKU019,DC01,84,0,0,84
2024-01-03,SKU019,DC02,106,3,0,103
2024-01-03,SKU019,DC03,46,1,0,45
2024-01-03,SKU019,DC04,23,2,0,21
2024-01-03,SKU020,DC01,34,3,0,31
2024-01-03,SKU020,DC02,90,2,0,88
2024-01-03,SKU020,DC03,23,3,0,20
2024-01-03,SKU020,DC04,96,2,0,94
2024-01-03,SKU021,DC01,53,1,0,52
2024-01-03,SKU021,DC02,108,1,0,107
2024-01-03,SKU021,DC03,79,2,0,77
2024-01-03,SKU021,DC04,84,1,0,83
2024-01-03,SKU022,DC01,69,2,0,67
2024-01-03,SKU022,DC02,30,1,0,29
2024-01-03,SKU022,DC03,62,3,0,59
2024-01-03,SKU022,DC04,65,3,0,62
2024-01-03,SKU023,DC01,93,2,0,91
2024-01-03,SKU023,DC02,106,2,0,104
2024-01-03,SKU023,DC03,93,4,30,119
2024-01-03,SKU023,DC04,54,1,0,53
2024-01-03,SKU024,DC01,101,1,0,100
2024-01-03,SKU024,DC02,38,1,0,37
2024-01-03,SKU024,DC03,51,0,0,51
2024-01-03,SKU024,DC04,70,2,0,68
2024-01-04,SKU001,DC01,99,0,0,99
2024-01-04,SKU001,DC02,73,0,0,73
2024-01-04,SKU001,DC03,73,1,0,72
2024-01-04,SKU001,DC04,36,0,0,36
2024-01-04,SKU002,DC01,93,1,0,92
2024-01-04,SKU002,DC02,108,0,0,108
2024-01-04,SKU002,DC03,74,1,0,73
2024-01-04,SKU002,DC04,82,0,0,82
2024-01-04,SKU003,DC01,90,2,0,88
2024-01-04,SKU003,DC02,100,2,0,98
2024-01-04,SKU003,DC03,57,3,0,54
2024-01-04,SKU003,DC04,102,1,0,101
2024-01-04,SKU004,DC01,94,2,0,92
2024-01-04,SKU004,DC02,69,2,0,67
2024-01-04,SKU004,DC03,42,2,0,40
2024-01-04,SKU004,DC04,57,1,0,56
2024-01-04,SKU005,DC01,96,3,0,93
2024-01-04,SKU005,DC02,70,5,0,65
2024-01-04,SKU005,DC03,20,3,0,17
2024-01-04,SKU005,DC04,86,3,0,83
2024-01-04,SKU006,DC01,35,4,0,31
2024-01-04,SKU006,DC02,42,2,0,40
2024-01-04,SKU006,DC03,60,3,0,57
2024-01-04,SKU006,DC04,25,4,0,21
2024-01-04,SKU007,DC01,39,0,0,39
2024-01-04,SKU007,DC02,31,0,0,31
2024-01-04,SKU007,DC03,30,0,0,30
2024-01-04,SKU007,DC04,36,0,0,36
2024-01-04,SKU008,DC01,23,1,0,22
2024-01-04,SKU008,DC02,59,0,0,59
2024-01-04,SKU008,DC03,37,1,0,36
2024-01-04,SKU008,DC04,35,2,0,33
2024-01-04,SKU009,DC01,103,1,0,102
2024-01-04,SKU009,DC02,91,0,0,91
2024-01-04,SKU009,DC03,57,1,0,56
2024-01-04,SKU009,DC04,58,1,0,57
2024-01-04,SKU010,DC01,85,3,0,82
2024-01-04,SKU010,DC02,80,0,0,80
2024-01-04,SKU010,DC03,49,2,0,47
2024-01-04,SKU010,DC04,86,1,0,85
2024-01-04,SKU011,DC01,89,1,0,88
2024-01-04,SKU011,DC02,66,2,0,64
2024-01-04,SKU011,DC03,69,4,0,65
2024-01-04,SKU011,DC04,67,3,0,64
2024-01-04,SKU012,DC01,103,0,0,103
2024-01-04,SKU012,DC02,93,0,0,93
2024-01-04,SKU012,DC03,94,1,0,93
2024-01-04,SKU012,DC04,78,1,0,77
2024-01-04,SKU013,DC01,34,2,0,32
2024-01-04,SKU013,DC02,84,2,0,82
2024-01-04,SKU013,DC03,50,3,0,47
2024-01-04,SKU013,DC04,26,5,0,21
2024-01-04,SKU014,DC01,56,4,0,52
2024-01-04,SKU014,DC02,64,2,20,82
2024-01-04,SKU014,DC03,49,2,0,47
2024-01-04,SKU014,DC04,32,1,0,31
2024-01-04,SKU015,DC01,52,0,0,52
2024-01-04,SKU015,DC02,47,1,0,46
2024-01-04,SKU015,DC03,90,0,0,90
2024-01-04,SKU015,DC04,26,0,0,26
2024-01-04,SKU016,DC01,67,3,0,64
2024-01-04,SKU016,DC02,71,2,0,69
2024-01-04,SKU016,DC03,29,3,0,26
2024-01-04,SKU016,DC04,23,3,0,20
2024-01-04,SKU017,DC01,38,5,0,33
2024-01-04,SKU017,DC02,60,4,0,56
2024-01-04,SKU017,DC03,28,3,0,25
2024-01-04,SKU017,DC04,92,2,0,90
2024-01-04,SKU018,DC01,36,2,0,34
2024-01-04,SKU018,DC02,85,3,0,82
2024-01-04,SKU018,DC03,152,2,29,179
2024-01-04,SKU018,DC04,71,1,0,70
2024-01-04,SKU019,DC01,84,1,0,83
2024-01-04,SKU019,DC02,103,3,0,100
2024-01-04,SKU019,DC03,45,2,0,43
2024-01-04,SKU019,DC04,21,1,0,20
2024-01-04,SKU020,DC01,31,3,0,28
2024-01-04,SKU020,DC02,88,2,0,86
2024-01-04,SKU020,DC03,20,1,0,19
2024-01-04,SKU020,DC04,94,3,0,91
2024-01-04,SKU021,DC01,52,2,0,50
2024-01-04,SKU021,DC02,107,1,0,106
2024-01-04,SKU021,DC03,77,1,0,76
2024-01-04,SKU021,DC04,83,2,0,81
2024-01-04,SKU022,DC01,67,3,0,64
2024-01-04,SKU022,DC02,29,5,0,24
2024-01-04,SKU022,DC03,59,3,0,56
2024-01-04,SKU022,DC04,62,2,0,60
2024-01-04,SKU023,DC01,91,2,0,89
2024-01-04,SKU023,DC02,104,2,0,102
2024-01-04,SKU023,DC03,119,2,0,117
2024-01-04,SKU023,DC04,53,2,0,51
2024-01-04,SKU024,DC01,100,1,0,99
2024-01-04,SKU024,DC02,37,2,0,35
2024-01-04,SKU024,DC03,51,1,0,50
2024-01-04,SKU024,DC04,68,2,0,66
2024-01-05,SKU001,DC01,99,1,0,98
2024-01-05,SKU001,DC02,73,0,0,73
2024-01-05,SKU001,DC03,72,0,0,72
2024-01-05,SKU001,DC04,36,0,0,36
2024-01-05,SKU002,DC01,92,2,0,90
2024-01-05,SKU002,DC02,108,1,0,107
2024-01-05,SKU002,DC03,73,1,0,72
2024-01-05,SKU002,DC04,82,0,0,82
2024-01-05,SKU003,DC01,88,2,0,86
2024-01-05,SKU003,DC02,98,2,0,96
2024-01-05,SKU003,DC03,54,2,0,52
2024-01-05,SKU003,DC04,101,3,0,98
2024-01-05,SKU004,DC01,92,3,0,89
2024-01-05,SKU004,DC02,67,2,0,65
2024-01-05,SKU004,DC03,40,2,0,38
2024-01-05,SKU004,DC04,56,1,0,55
2024-01-05,SKU005,DC01,93,2,0,91
2024-01-05,SKU005,DC02,65,3,0,62
2024-01-05,SKU005,DC03,17,3,0,14
2024-01-05,SKU005,DC04,83,2,0,81
2024-01-05,SKU006,DC01,31,2,0,29
2024-01-05,SKU006,DC02,40,3,0,37
2024-01-05,SKU006,DC03,57,5,0,52
2024-01-05,SKU006,DC04,21,3,0,18
2024-01-05,SKU007,DC01,39,0,0,39
2024-01-05,SKU007,DC02,31,0,0,31
2024-01-05,SKU007,DC03,30,0,0,30
2024-01-05,SKU007,DC04,36,0,59,95
2024-01-05,SKU008,DC01,22,1,0,21
2024-01-05,SKU008,DC02,59,1,0,58
2024-01-05,SKU008,DC03,36,2,0,34
2024-01-05,SKU008,DC04,33,1,0,32
2024-01-05,SKU009,DC01,102,2,0,100
2024-01-05,SKU009,DC02,91,2,0,89
2024-01-05,SKU009,DC03,56,2,0,54
2024-01-05,SKU009,DC04,57,3,0,54
2024-01-05,SKU010,DC01,82,1,0,81
2024-01-05,SKU010,DC02,80,2,0,78
2024-01-05,SKU010,DC03,47,3,0,44
2024-01-05,SKU010,DC04,85,4,0,81
2024-01-05,SKU011,DC01,88,2,0,86
2024-01-05,SKU011,DC02,64,2,0,62
2024-01-05,SKU011,DC03,65,3,0,62
2024-01-05,SKU011,DC04,64,3,0,61
2024-01-05,SKU012,DC01,103,1,0,102
2024-01-05,SKU012,DC02,93,1,0,92
2024-01-05,SKU012,DC03,93,1,0,92
2024-01-05,SKU012,DC04,77,0,0,77
2024-01-05,SKU013,DC01,32,3,0,29
2024-01-05,SKU013,DC02,82,1,0,81
2024-01-05,SKU013,DC03,47,3,0,44
2024-01-05,SKU013,DC04,21,4,0,17
2024-01-05,SKU014,DC01,52,2,0,50
2024-01-05,SKU014,DC02,82,0,0,82
2024-01-05,SKU014,DC03,47,0,22,69
2024-01-05,SKU014,DC04,31,2,0,29
2024-01-05,SKU015,DC01,52,0,0,52
2024-01-05,SKU015,DC02,46,0,0,46
2024-01-05,SKU015,DC03,90,0,0,90
2024-01-05,SKU015,DC04,26,1,0,25
2024-01-05,SKU016,DC01,64,2,0,62
2024-01-05,SKU016,DC02,69,1,0,68
2024-01-05,SKU016,DC03,26,3,0,23
2024-01-05,SKU016,DC04,20,1,0,19
2024-01-05,SKU017,DC01,33,3,0,30
2024-01-05,SKU017,DC02,56,4,0,52
2024-01-05,SKU017,DC03,25,1,0,24
2024-01-05,SKU017,DC04,90,2,0,88
2024-01-05,SKU018,DC01,34,2,0,32
2024-01-05,SKU018,DC02,82,2,0,80
2024-01-05,SKU018,DC03,179,2,0,177
2024-01-05,SKU018,DC04,70,1,0,69
2024-01-05,SKU019,DC01,83,3,0,80
2024-01-05,SKU019,DC02,100,2,0,98
2024-01-05,SKU019,DC03,43,3,0,40
2024-01-05,SKU019,DC04,20,1,0,19
2024-01-05,SKU020,DC01,28,2,0,26
2024-01-05,SKU020,DC02,86,1,0,85
2024-01-05,SKU020,DC03,19,1,0,18
2024-01-05,SKU020,DC04,91,2,0,89
2024-01-05,SKU021,DC01,50,1,0,49
2024-01-05,SKU021,DC02,106,1,0,105
2024-01-05,SKU021,DC03,76,0,0,76
2024-01-05,SKU021,DC04,81,1,0,80
2024-01-05,SKU022,DC01,64,2,0,62
2024-01-05,SKU022,DC02,24,1,0,23
2024-01-05,SKU022,DC03,56,3,0,53
2024-01-05,SKU022,DC04,60,4,0,56
2024-01-05,SKU023,DC01,89,2,0,87
2024-01-05,SKU023,DC02,102,1,0,101
2024-01-05,SKU023,DC03,117,2,0,115
2024-01-05,SKU023,DC04,51,1,0,50
2024-01-05,SKU024,DC01,99,2,0,97
2024-01-05,SKU024,DC02,35,1,0,34
2024-01-05,SKU024,DC03,50,1,0,49
2024-01-05,SKU024,DC04,66,2,0,64
2024-01-06,SKU001,DC01,98,0,0,98
2024-01-06,SKU001,DC02,73,0,0,73
2024-01-06,SKU001,DC03,72,0,0,72
2024-01-06,SKU001,DC04,36,0,52,88
2024-01-06,SKU002,DC01,90,1,0,89
2024-01-06,SKU002,DC02,107,1,0,106
2024-01-06,SKU002,DC03,72,1,0,71
2024-01-06,SKU002,DC04,82,0,0,82
2024-01-06,SKU003,DC01,86,2,0,84
2024-01-06,SKU003,DC02,96,1,0,95
2024-01-06,SKU003,DC03,52,1,0,51
2024-01-06,SKU003,DC04,98,2,0,96
2024-01-06,SKU004,DC01,89,2,0,87
2024-01-06,SKU004,DC02,65,2,0,63
2024-01-06,SKU004,DC03,38,1,0,37
2024-01-06,SKU004,DC04,55,4,0,51
2024-01-06,SKU005,DC01,91,5,0,86
2024-01-06,SKU005,DC02,62,3,0,59
2024-01-06,SKU005,DC03,14,4,0,10
2024-01-06,SKU005,DC04,81,3,0,78
2024-01-06,SKU006,DC01,29,3,0,26
2024-01-06,SKU006,DC02,37,5,0,32
2024-01-06,SKU006,DC03,52,3,0,49
2024-01-06,SKU006,DC04,18,2,0,16
2024-01-06,SKU007,DC01,39,0,0,39
2024-01-06,SKU007,DC02,31,0,0,31
2024-01-06,SKU007,DC03,30,1,0,29
2024-01-06,SKU007,DC04,95,0,0,95
2024-01-06,SKU008,DC01,21,2,0,19
2024-01-06,SKU008,DC02,58,1,0,57
2024-01-06,SKU008,DC03,34,0,0,34
2024-01-06,SKU008,DC04,32,1,0,31
2024-01-06,SKU009,DC01,100,1,0,99
2024-01-06,SKU009,DC02,89,1,0,88
2024-01-06,SKU009,DC03,54,1,0,53
2024-01-06,SKU009,DC04,54,3,0,51
2024-01-06,SKU010,DC01,81,3,0,78
2024-01-06,SKU010,DC02,78,1,0,77
2024-01-06,SKU010,DC03,44,3,0,41
2024-01-06,SKU010,DC04,81,2,0,79
2024-01-06,SKU011,DC01,86,3,0,83
2024-01-06,SKU011,DC02,62,3,0,59
2024-01-06,SKU011,DC03,62,3,69,128
2024-01-06,SKU011,DC04,61,2,0,59
2024-01-06,SKU012,DC01,102,0,0,102
2024-01-06,SKU012,DC02,92,0,0,92
2024-01-06,SKU012,DC03,92,0,0,92
2024-01-06,SKU012,DC04,77,0,0,77
2024-01-06,SKU013,DC01,29,3,0,26
2024-01-06,SKU013,DC02,81,3,0,78
2024-01-06,SKU013,DC03,44,3,0,41
2024-01-06,SKU013,DC04,17,3,0,14
2024-01-06,SKU014,DC01,50,3,0,47
2024-01-06,SKU014,DC02,82,3,0,79
2024-01-06,SKU014,DC03,69,2,0,67
2024-01-06,SKU014,DC04,29,3,0,26
2024-01-06,SKU015,DC01,52,0,0,52
2024-01-06,SKU015,DC02,46,1,0,45
2024-01-06,SKU015,DC03,90,1,0,89
2024-01-06,SKU015,DC04,25,0,0,25
2024-01-06,SKU016,DC01,62,4,0,58
2024-01-06,SKU016,DC02,68,3,0,65
2024-01-06,SKU016,DC03,23,2,0,21
2024-01-06,SKU016,DC04,19,3,0,16
2024-01-06,SKU017,DC01,30,2,0,28
2024-01-06,SKU017,DC02,52,4,0,48
2024-01-06,SKU017,DC03,24,3,0,21
2024-01-06,SKU017,DC04,88,3,0,85
2024-01-06,SKU018,DC01,32,2,0,30
2024-01-06,SKU018,DC02,80,1,0,79
2024-01-06,SKU018,DC03,177,3,0,174
2024-01-06,SKU018,DC04,69,2,0,67
2024-01-06,SKU019,DC01,80,1,0,79
2024-01-06,SKU019,DC02,98,2,0,96
2024-01-06,SKU019,DC03,40,2,0,38
2024-01-06,SKU019,DC04,19,3,0,16
2024-01-06,SKU020,DC01,26,3,0,23
2024-01-06,SKU020,DC02,85,3,0,82
2024-01-06,SKU020,DC03,18,3,0,15
2024-01-06,SKU020,DC04,89,3,0,86
2024-01-06,SKU021,DC01,49,1,0,48
2024-01-06,SKU021,DC02,105,1,0,104
2024-01-06,SKU021,DC03,76,0,0,76
2024-01-06,SKU021,DC04,80,2,0,78
2024-01-06,SKU022,DC01,62,3,0,59
2024-01-06,SKU022,DC02,23,7,0,16
2024-01-06,SKU022,DC03,53,4,0,49
2024-01-06,SKU022,DC04,56,3,0,53
2024-01-06,SKU023,DC01,87,2,0,85
2024-01-06,SKU023,DC02,101,1,0,100
2024-01-06,SKU023,DC03,115,2,0,113
2024-01-06,SKU023,DC04,50,1,0,49
2024-01-06,SKU024,DC01,97,2,0,95
2024-01-06,SKU024,DC02,34,2,0,32
2024-01-06,SKU024,DC03,49,2,0,47
2024-01-06,SKU024,DC04,64,2,0,62
2024-01-07,SKU001,DC01,98,1,0,97
2024-01-07,SKU001,DC02,73,1,0,72
2024-01-07,SKU001,DC03,72,1,0,71
2024-01-07,SKU001,DC04,88,1,0,87
